id,nepali_name,sanskrit_name,author_rishi,subject,type,tradition
HG0503,श्रीविद्यातन्त्र,श्रीविद्यातन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0504,शाक्तानन्दतरङ्गिणी,शाक्तानन्दतरङ्गिणी,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0505,योगिनीहृदयम्,योगिनीहृदयम्,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0506,नित्याषोडशिकार्णव,नित्याषोडशिकार्णव,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0507,नित्योत्सव,नित्योत्सव,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0508,वामकेश्वरतन्त्रटीका,वामकेश्वरतन्त्रटीका,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0509,भैरवतन्त्र,भैरवतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0510,रुद्रभैरवतन्त्र,रुद्रभैरवतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0511,कालिकाकुलसर्वस्व,कालिकाकुलसर्वस्व,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0512,कुलसारतन्त्र,कुलसारतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0513,कुलार्णवटीका,कुलार्णवटीका,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0514,शक्तितन्त्र,शक्तितन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0515,शक्तिरहस्य,शक्तिरहस्य,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0516,शक्तिसूत्र,शक्तिसूत्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0517,शक्तिप्रकाश,शक्तिप्रकाश,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0518,तन्त्रसद्भाव,तन्त्रसद्भाव,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0519,तन्त्रलोक,तन्त्रलोक,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0520,तन्त्रवाटिका,तन्त्रवाटिका,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0521,मातृकाभेदतन्त्र,मातृकाभेदतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0522,मातृकातन्त्र,मातृकातन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0523,शारदातन्त्र,शारदातन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0524,सरस्वतीतन्त्र,सरस्वतीतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0525,गायत्रीतन्त्र,गायत्रीतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0526,सावित्रीतन्त्र,सावित्रीतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0527,लक्ष्मीतन्त्र,लक्ष्मीतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0528,राधातन्त्र,राधातन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0529,गोपालतापनीयरहस्य,गोपालतापनीयरहस्य,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0530,गोपनीयतन्त्र,गोपनीयतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0531,कृष्णयामल,कृष्णयामल,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0532,राधायामल,राधायामल,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0533,रामतन्त्र,रामतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0534,हनुमत्तन्त्र,हनुमत्तन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0535,गणपतितन्त्र,गणपतितन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0536,महागणपतितन्त्र,महागणपतितन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0537,उच्छिष्टगणपतितन्त्र,उच्छिष्टगणपतितन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0538,स्कन्दतन्त्र,स्कन्दतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0539,कुमारतन्त्र,कुमारतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0540,नृसिंहतन्त्र,नृसिंहतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0541,सूर्यतन्त्र,सूर्यतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0542,आदित्यहृदयतन्त्र,आदित्यहृदयतन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0543,नवदुर्गातन्त्र,नवदुर्गातन्त्र,तान्त्रिक/आगमिक परम्परा,"मन्त्र, यन्त्र, देवता-उपासना, दीक्षा, साधना र तन्त्रयोग",तन्त्र,तन्त्र/आगम
HG0544,विष्णुसहस्रनाम,विष्णुसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0545,ललितासहस्रनाम,ललितासहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0546,शिवसहस्रनाम,शिवसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0547,गणेशसहस्रनाम,गणेशसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0548,सूर्यसहस्रनाम,सूर्यसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0549,दुर्गासहस्रनाम,दुर्गासहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0550,लक्ष्मीसहस्रनाम,लक्ष्मीसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0551,सरस्वतीसहस्रनाम,सरस्वतीसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0552,हनुमत्सहस्रनाम,हनुमत्सहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0553,कृष्णसहस्रनाम,कृष्णसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0554,रामसहस्रनाम,रामसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0555,स्कन्दसहस्रनाम,स्कन्दसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0556,नृसिंहसहस्रनाम,नृसिंहसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0557,दत्तात्रेयसहस्रनाम,दत्तात्रेयसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0558,आदित्यसहस्रनाम,आदित्यसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0559,गङ्गासहस्रनाम,गङ्गासहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0560,गायत्रीसहस्रनाम,गायत्रीसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0561,पार्वतीसहस्रनाम,पार्वतीसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0562,अन्नपूर्णासहस्रनाम,अन्नपूर्णासहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0563,भुवनेश्वरीसहस्रनाम,भुवनेश्वरीसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0564,त्रिपुरसुन्दरीसहस्रनाम,त्रिपुरसुन्दरीसहस्रनाम,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0565,शिवमहिम्नस्तोत्र,शिवमहिम्नस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0566,शिवताण्डवस्तोत्र,शिवताण्डवस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0567,बिल्वाष्टकम्,बिल्वाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0568,लिङ्गाष्टकम्,लिङ्गाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0569,रुद्राष्टकम्,रुद्राष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0570,शिवमानसपूजा,शिवमानसपूजा,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0571,दक्षिणामूर्तिस्तोत्र,दक्षिणामूर्तिस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0572,कालभैरवाष्टकम्,कालभैरवाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0573,निर्वाणषट्कम्,निर्वाणषट्कम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0574,शिवापराधक्षमापनस्तोत्र,शिवापराधक्षमापनस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0575,दारिद्र्यदहनस्तोत्र,दारिद्र्यदहनस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0576,चन्द्रशेखराष्टकम्,चन्द्रशेखराष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0577,उमामहेश्वरस्तोत्र,उमामहेश्वरस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0578,अर्धनारीश्वरस्तोत्र,अर्धनारीश्वरस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0579,महामृत्युञ्जयस्तोत्र,महामृत्युञ्जयस्तोत्र,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0580,पशुपतिनाथाष्टकम्,पशुपतिनाथाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0581,भजगोविन्दम्,भजगोविन्दम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0582,विष्णुषट्पदी,विष्णुषट्पदी,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0583,गोविन्दाष्टकम्,गोविन्दाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0584,अच्युताष्टकम्,अच्युताष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0585,कृष्णाष्टकम्,कृष्णाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0586,मधुराष्टकम्,मधुराष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0587,दामोदराष्टकम्,दामोदराष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0588,गोविन्ददामोदरस्तोत्रम्,गोविन्ददामोदरस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0589,मुकुन्दमाला,मुकुन्दमाला,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0590,स्तोत्रम्,स्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0591,नारायणकवचम्,नारायणकवचम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0592,विष्णुपञ्जरस्तोत्रम्,विष्णुपञ्जरस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0593,गरुडध्वजस्तोत्रम्,गरुडध्वजस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0594,लक्ष्मीनृसिंहकरावलम्बस्तोत्रम्,लक्ष्मीनृसिंहकरावलम्बस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0595,नृसिंहकवचम्,नृसिंहकवचम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0596,नृसिंहाष्टकम्,नृसिंहाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0597,रामरक्षास्तोत्रम्,रामरक्षास्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0598,रामाष्टकम्,रामाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0599,रामभुजङ्गप्रयातस्तोत्रम्,रामभुजङ्गप्रयातस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0600,आदित्यहृदयम्,आदित्यहृदयम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0601,सूर्याष्टकम्,सूर्याष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0602,सूर्यकवचम्,सूर्यकवचम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0603,नवग्रहस्तोत्रम्,नवग्रहस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0604,नवग्रहकवचम्,नवग्रहकवचम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0605,हनुमानचालीसा,हनुमानचालीसा,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0606,हनुमद्भुजङ्गम्,हनुमद्भुजङ्गम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0607,हनुमानाष्टकम्,हनुमानाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0608,बजरङ्गबाण,बजरङ्गबाण,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0609,हनुमत्पञ्चरत्नम्,हनुमत्पञ्चरत्नम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0610,सङ्कटनाशनगणेशस्तोत्रम्,सङ्कटनाशनगणेशस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0611,गणेशपञ्चरत्नम्,गणेशपञ्चरत्नम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0612,गणेशभुजङ्गम्,गणेशभुजङ्गम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0613,गणेशाष्टकम्,गणेशाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0614,गणपत्यथर्वशीर्षम्,गणपत्यथर्वशीर्षम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0615,गणेशमानसपूजा,गणेशमानसपूजा,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0616,गणेशद्वादशनामस्तोत्रम्,गणेशद्वादशनामस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0617,सिद्धिविनायकस्तोत्रम्,सिद्धिविनायकस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0618,दुर्गाकवचम्,दुर्गाकवचम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0619,देवीकवचम्,देवीकवचम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0620,अर्गलास्तोत्रम्,अर्गलास्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0621,कीलकस्तोत्रम्,कीलकस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0622,देवीसूक्तम्,देवीसूक्तम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0623,रात्रिसूक्तम्,रात्रिसूक्तम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0624,सिद्धिकुञ्जिकास्तोत्रम्,सिद्धिकुञ्जिकास्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0625,महिषासुरमर्दिनिस्तोत्रम्,महिषासुरमर्दिनिस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0626,दुर्गाष्टोत्तरशतनामस्तोत्रम्,दुर्गाष्टोत्तरशतनामस्तोत्रम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0627,दुर्गापञ्जरम्,दुर्गापञ्जरम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0628,अन्नपूर्णाष्टकम्,अन्नपूर्णाष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0629,भवान्यष्टकम्,भवान्यष्टकम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
HG0630,भवानीभुजङ्गम्,भवानीभुजङ्गम्,विभिन्न आचार्य/परम्परा,"देवता-स्तुति, प्रार्थना, भक्ति र उपासना",स्तोत्र/कवच,भक्ति/उपासना
